active,passive,verb,bad,exclude,match
The chef owned a restaurant.,A restaurant was owned by the chef.,own,,,TRUE
The scientist owned a laboratory.,A laboratory was owned by the scientist.,own,,,TRUE
The musician owned a guitar.,A guitar was owned by the musician.,own,,,TRUE
The artist possessed great talent.  ,Great talent was possessed by the artist.,possess,,,TRUE
The company possessed valuable resources.  ,Valuable resources were possessed by the company.,possess,,,TRUE
The collector possessed rare coins.  ,Rare coins were possessed by the collector.,possess,,,TRUE
The athlete possessed exceptional skills.  ,Exceptional skills were possessed by the athlete.,possess,,,TRUE
The student possessed a unique perspective.  ,A unique perspective was possessed by the student.,possess,,,TRUE
The museum possessed ancient artifacts.  ,Ancient artifacts were possessed by the museum.,possess,,,TRUE
The lawyer justified his actions.,His actions were justified by the lawyer.,justify,,,TRUE
The politician justified the statement.,The statement was justified by the politician.,justify,,,TRUE
The artist created a masterpiece.,A masterpiece was created by the artist.,create,,,TRUE
The engineer created a new design.,A new design was created by the engineer.,create,,,TRUE
The chef created a delicious dish.,A delicious dish was created by the chef.,create,,,TRUE
The children created a beautiful mural.,A beautiful mural was created by the children.,create,,,TRUE
The scientist created a groundbreaking experiment.,A groundbreaking experiment was created by the scientist.,create,,,TRUE
The author created an engaging story.,An engaging story was created by the author.,create,,,TRUE
The committee created a detailed plan.,A detailed plan was created by the committee.,create,,,TRUE
The designer created a stunning dress.,A stunning dress was created by the designer.,create,,,TRUE
The teacher created an interactive lesson.,An interactive lesson was created by the teacher.,create,,,TRUE
The politician asserted their position.,Their position was asserted by the politician.,assert,,,TRUE
The teacher demonstrated a new experiment.,A new experiment was demonstrated by the teacher.,demonstrate,,,TRUE
The artist demonstrated a unique technique.,A unique technique was demonstrated by the artist.,demonstrate,,,TRUE
The coach demonstrated a training drill.,A training drill was demonstrated by the coach.,demonstrate,,,TRUE
The chef demonstrated a cooking method.,A cooking method was demonstrated by the chef.,demonstrate,,,TRUE
The article implied a solution.  ,A solution was implied by the article.,imply,,,TRUE
The teacher implied a lesson.  ,A lesson was implied by the teacher.,imply,,,TRUE
The report implied significant changes.  ,Significant changes were implied by the report.,imply,,,TRUE
The question implied a concern.  ,A concern was implied by the question.,imply,,,TRUE
The gesture implied a request.  ,A request was implied by the gesture.,imply,,,TRUE
The review implied a recommendation.  ,A recommendation was implied by the review.,imply,,,TRUE
The artwork implied a message.  ,A message was implied by the artwork.,imply,,,TRUE
The conversation implied a misunderstanding.  ,A misunderstanding was implied by the conversation.,imply,,,TRUE
The results indicated a significant change.,A significant change was indicated by the results.,indicate,,,TRUE
The data indicated a rising trend.,A rising trend was indicated by the data.,indicate,,,TRUE
The candidate indicated her position on taxes.,Her position on taxes was indicated by the candidate.,indicate,,,TRUE
The king proclaimed a new law.,A new law was proclaimed by the king.,proclaim,,,TRUE
The committee proclaimed a winner.,A winner was proclaimed by the committee.,proclaim,,,TRUE
The mayor proclaimed a holiday.,A holiday was proclaimed by the mayor.,proclaim,,,TRUE
The artist proclaimed his masterpiece.,His masterpiece was proclaimed by the artist.,proclaim,,,TRUE
The leader proclaimed a message of peace.,A message of peace was proclaimed by the leader.,proclaim,,,TRUE
The analyst predicted market trends.,Market trends were predicted by the analyst.,predict,,,TRUE
The fortune teller predicted a change.,A change was predicted by the fortune teller.,predict,,,TRUE
The report predicted economic growth.,Economic growth was predicted by the report.,predict,,,TRUE
The historian predicted the significance of the event.,The significance of the event was predicted by the historian.,predict,,,TRUE
The psychologist predicted behavior patterns.,Behavior patterns were predicted by the psychologist.,predict,,,TRUE
The athlete predicted a victory.,A victory was predicted by the athlete.,predict,,,TRUE
The study revealed new information.,New information was revealed by the study.,reveal,,,TRUE
The friend suggested a restaurant.,A restaurant was suggested by the friend.,suggest,,,TRUE
The author suggested a solution.,A solution was suggested by the author.,suggest,,,TRUE
The manager suggested a plan.,A plan was suggested by the manager.,suggest,,,TRUE
The student suggested an idea.,An idea was suggested by the student.,suggest,,,TRUE
The doctor suggested a treatment.,A treatment was suggested by the doctor.,suggest,,,TRUE
The consultant suggested a change.,A change was suggested by the consultant.,suggest,,,TRUE
The parent suggested a book.,A book was suggested by the parent.,suggest,,,TRUE
The organization spanned several countries.,Several countries were spanned by the organization.,span,,,TRUE
The project spanned multiple years.,Multiple years were spanned by the project.,span,,,TRUE
The box contained old photographs.,Old photographs were contained by the box.,contain,,,TRUE
The recipe contained several spices.,Several spices were contained by the recipe.,contain,,,TRUE
The book contained valuable information.,Valuable information was contained by the book.,contain,,,TRUE
The bottle contained fresh juice.,Fresh juice was contained by the bottle.,contain,,,TRUE
The package contained a surprise gift.,A surprise gift was contained by the package.,contain,,,TRUE
The cat rang the dinner bell.,The dinner bell was rung by the cat.,ring,,,TRUE
The squad rang the victory bell.,The victory bell was rung by the squad.,ring,,,TRUE
The musician rang a clear tone.,A clear tone was rung by the musician.,ring,,,TRUE
The organization registered a new member.,A new member was registered by the organization.,register,,,TRUE
The company registered its trademark.,Its trademark was registered by the company.,register,,,TRUE
The driver registered a vehicle.,A vehicle was registered by the driver.,register,,,TRUE
The website registered a new user.,A new user was registered by the website.,register,,,TRUE
The school registered attendance records.,Attendance records were registered by the school.,register,,,TRUE
The expenses totaled one hundred dollars.,One hundred dollars were totaled by the expenses.,"total (i.e., add up to)",,,TRUE
The scores totaled fifty points.,Fifty points were totaled by the scores.,"total (i.e., add up to)",,,TRUE
The ingredients totaled four cups.,Four cups were totaled by the ingredients.,"total (i.e., add up to)",,,TRUE
The tickets totaled three hundred tickets.,The tickets were totaled by three hundred tickets.,"total (i.e., add up to)",,,TRUE
The donations totaled five thousand dollars.,Five thousand dollars were totaled by the donations.,"total (i.e., add up to)",,,TRUE
The items totaled seven pieces.,Seven pieces were totaled by the items.,"total (i.e., add up to)",,,TRUE
The chapters totaled fifteen sections.,Fifteen sections were totaled by the chapters.,"total (i.e., add up to)",,,TRUE
The votes totaled two hundred ballots.,Two hundred ballots were totaled by the votes.,"total (i.e., add up to)",,,TRUE
The car cost a lot of money.,A lot of money was cost by the car.,cost,,,TRUE
The meal cost an arm and a leg.,An arm and a leg was cost by the meal.,cost,,,TRUE
The dress cost a fortune.,A fortune was cost by the dress.,cost,,,TRUE
The ticket cost fifty euros.,Fifty euros were cost by the ticket.,cost,,,TRUE
The painting cost a small fortune.,A small fortune was cost by the painting.,cost,,,TRUE
The meeting lasted two hours.  ,Two hours were lasted by the meeting.,last,,,TRUE
The movie lasted three hours.  ,Three hours were lasted by the movie.,last,,,TRUE
The event lasted all day.  ,All day was lasted by the event.,last,,,TRUE
The trip lasted a week.  ,A week was lasted by the trip.,last,,,TRUE
The bus carried twenty passengers.  ,Twenty passengers were carried by the bus.,"carry (i.e., hold a certain number of people)",,,TRUE
The truck carried heavy cargo.  ,Heavy cargo was carried by the truck.,"carry (i.e., hold a certain number of people)",,,TRUE
The elevator carried several workers.  ,Several workers were carried by the elevator.,"carry (i.e., hold a certain number of people)",,,TRUE
The ship carried many tourists.  ,Many tourists were carried by the ship.,"carry (i.e., hold a certain number of people)",,,TRUE
The train carried oversized equipment.  ,Oversized equipment was carried by the train.,"carry (i.e., hold a certain number of people)",,,TRUE
The airplane carried multiple bags.  ,Multiple bags were carried by the airplane.,"carry (i.e., hold a certain number of people)",,,TRUE
The ferry carried cars and bicycles.  ,Cars and bicycles were carried by the ferry.,"carry (i.e., hold a certain number of people)",,,TRUE
The gondola carried sightseers up the mountain.  ,Sightseers were carried up the mountain by the gondola.,"carry (i.e., hold a certain number of people)",,,TRUE
The jeep carried four friends on an adventure.  ,Four friends on an adventure were carried by the jeep.,"carry (i.e., hold a certain number of people)",,,TRUE
The sweater fit the child.  ,The child was fit by the sweater.,fit,,,TRUE
The key fit the lock.  ,The lock was fit by the key.,fit,,,TRUE
The shoes fit her feet.  ,The shoes were fit by her feet.,fit,,,TRUE
The table fit the dining room.  ,The dining room was fit by the table.,fit,,,TRUE
The puzzle fit the box.  ,The box was fit by the puzzle.,fit,,,TRUE
The dress fit the mannequin.  ,The mannequin was fit by the dress.,fit,,,TRUE
The car fit the garage.  ,The garage was fit by the car.,fit,,,TRUE
The dinner fed eight guests.  ,Eight guests were fed by the dinner.,"feed (i.e., be enough for a certain number of people)",,,TRUE
The picnic fed five friends.  ,Five friends were fed by the picnic.,"feed (i.e., be enough for a certain number of people)",,,TRUE
The buffet fed ten children.  ,Ten children were fed by the buffet.,"feed (i.e., be enough for a certain number of people)",,,TRUE
The meal fed two hungry hikers.  ,Two hungry hikers were fed by the meal.,"feed (i.e., be enough for a certain number of people)",,,TRUE
The party fed a crowd of twenty.  ,A crowd of twenty was fed by the party.,"feed (i.e., be enough for a certain number of people)",,,TRUE
The restaurant fed many customers.  ,Many customers were fed by the restaurant.,"feed (i.e., be enough for a certain number of people)",,,TRUE
The donation fed an entire village.  ,An entire village was fed by the donation.,"feed (i.e., be enough for a certain number of people)",,,TRUE
The theater held two hundred people.,Two hundred people were held by the theater.,"hold (i.e., accomdate a certain number of people)",,,TRUE
The venue held a large crowd.,A large crowd was held by the venue.,"hold (i.e., accomdate a certain number of people)",,,TRUE
The conference center held several events.,Several events were held by the conference center.,"hold (i.e., accomdate a certain number of people)",,,TRUE
